,Player,FG-FGA,3P-3PA,FT-FTA,Off,Def,Tot,PF,TP,A,TO,Blk,Stl,Min,Date,Event
23,jahnathan lamothe,1-8,1-4,0-0,1,1,2,4,3,3,1,1,1,22,04/08/2022,EYBL Session 1 (Orlando)
0,Jeremiah Quigley,1-4,0-2,0-0,0,2,2,2,2,4,1,0,1,17,04/09/2022,EYBL Session 1 (Orlando)
1,Donavan Freeman,1-4,1-2,0-0,0,2,2,3,3,0,4,0,1,14,04/09/2022,EYBL Session 1 (Orlando)
2,Darren Harris,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/09/2022,EYBL Session 1 (Orlando)
3,Isaiah Abraham,2-6,0-1,0-0,0,0,0,4,4,0,1,0,0,20,04/09/2022,EYBL Session 1 (Orlando)
4,Jaden Winston,0-0,0-0,0-0,0,0,0,0,0,1,1,0,0,4,04/09/2022,EYBL Session 1 (Orlando)
5,"Batties, Thoma",II,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,04/09/2022,EYBL Session 1 (Orlando)
6,Patrick Ngongba,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/09/2022,EYBL Session 1 (Orlando)
7,Austin Ball,2-6,2-4,0-0,2,1,3,0,6,3,1,0,2,14,04/09/2022,EYBL Session 1 (Orlando)
8,Malik Mack,1-4,0-2,0-0,0,1,1,1,2,0,2,0,2,12,04/09/2022,EYBL Session 1 (Orlando)
9,Patrick OBrien,1-2,1-1,0-0,1,2,3,2,3,0,0,0,2,12,04/09/2022,EYBL Session 1 (Orlando)
10,Jacoi Hutchinson,4-8,1-2,0-0,0,2,2,3,9,3,2,0,2,23,04/09/2022,EYBL Session 1 (Orlando)
11,Andre Skelin,3-5,0-2,0-0,2,3,5,1,6,1,0,0,1,19,04/09/2022,EYBL Session 1 (Orlando)
12,DeShawn Harris-Smith,5-9,2-4,2-7,1,4,5,3,14,2,1,0,0,25,04/09/2022,EYBL Session 1 (Orlando)
13,Orlando Horton,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/09/2022,EYBL Session 1 (Orlando)
14,Amier Ali,5-12,3-9,2-4,1,5,6,1,15,1,2,1,1,29,04/09/2022,EYBL Session 1 (Orlando)
15,J. Begg,0-2,0-1,0-0,0,0,0,0,0,1,1,0,0,7,04/09/2022,EYBL Session 1 (Orlando)
16,Chidi Chiakwela,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/09/2022,EYBL Session 1 (Orlando)
17,Jace Posey,9-13,1-3,2-4,1,4,5,3,21,2,4,0,1,29,04/09/2022,EYBL Session 1 (Orlando)
18,Joseph Tugler,4-6,0-0,3-5,2,3,5,2,11,1,4,6,2,31,04/09/2022,EYBL Session 1 (Orlando)
19,Malik Presley,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/09/2022,EYBL Session 1 (Orlando)
20,Wyatt Boeker,0-1,0-1,1-1,2,4,6,2,1,1,1,0,0,23,04/09/2022,EYBL Session 1 (Orlando)
21,Kendrick De,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/09/2022,EYBL Session 1 (Orlando)
22,D. Ugwugchu,0-3,0-0,0-0,1,1,2,3,0,1,2,0,1,16,04/09/2022,EYBL Session 1 (Orlando)
23,Jaland Lowe,3-9,0-0,1-2,0,3,3,1,7,4,3,0,0,25,04/09/2022,EYBL Session 1 (Orlando)
0,Emmanuel Okitondo,1-5,0-0,0-0,2,1,3,1,2,2,1,0,1,11,04/10/2022,EYBL Session 1 (Orlando)
1,Tavarres Riley,4-7,0-1,1-2,0,0,0,4,9,3,3,0,1,24,04/10/2022,EYBL Session 1 (Orlando)
2,Doyle Brown,3-7,1-3,0-1,0,2,2,1,7,3,2,0,1,15,04/10/2022,EYBL Session 1 (Orlando)
3,Player,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/10/2022,EYBL Session 1 (Orlando)
4,Malcolm Thomas,1-1,0-0,1-2,1,0,1,0,3,1,0,0,0,5,04/10/2022,EYBL Session 1 (Orlando)
5,Israel Bosenge,0-0,0-0,0-0,0,1,1,1,0,0,2,0,0,3,04/10/2022,EYBL Session 1 (Orlando)
6,Brandin Cummings,2-7,1-6,0-0,1,5,6,2,5,4,3,0,0,27,04/10/2022,EYBL Session 1 (Orlando)
7,Goap Kodi,1-2,0-0,2-2,0,0,0,1,4,1,0,0,0,7,04/10/2022,EYBL Session 1 (Orlando)
8,Machi Chester,2-4,1-2,0-0,1,1,2,2,5,4,1,0,2,15,04/10/2022,EYBL Session 1 (Orlando)
9,Player,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,1,04/10/2022,EYBL Session 1 (Orlando)
10,Almani Aw,1-3,0-0,0-0,0,2,2,1,2,0,1,0,0,8,04/10/2022,EYBL Session 1 (Orlando)
11,Player,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/10/2022,EYBL Session 1 (Orlando)
12,Royce Parham,7-9,1-2,3-7,4,1,5,2,18,1,0,2,0,27,04/10/2022,EYBL Session 1 (Orlando)
13,Xavier Pickett,0-0,0-0,0-0,1,0,1,0,0,0,1,0,0,4,04/10/2022,EYBL Session 1 (Orlando)
14,Player,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/10/2022,EYBL Session 1 (Orlando)
15,Justin Gilmore,2-2,1-1,0-0,0,0,0,1,5,0,4,0,0,12,04/10/2022,EYBL Session 1 (Orlando)
16,Player,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/10/2022,EYBL Session 1 (Orlando)
17,Utrillo Morris,6-7,0-0,4-5,2,1,3,1,16,4,4,0,2,31,04/10/2022,EYBL Session 1 (Orlando)
18,Marley Zeller,1-3,1-2,0-0,1,0,1,0,3,1,1,0,0,13,04/10/2022,EYBL Session 1 (Orlando)
19,Hunter Carter,4-7,3-5,4-4,0,2,2,1,15,5,2,0,2,28,04/10/2022,EYBL Session 1 (Orlando)
20,Ibrahim Diakite,2-4,1-2,2-2,1,3,4,4,7,2,0,2,0,27,04/10/2022,EYBL Session 1 (Orlando)
21,Evan Heisler,0-0,0-0,0-0,0,1,1,0,0,0,1,0,0,5,04/10/2022,EYBL Session 1 (Orlando)
22,Terrence Hill,5-11,1-4,2-4,0,5,5,4,13,1,5,0,1,29,04/10/2022,EYBL Session 1 (Orlando)
23,Jaden Steppe,5-8,4-5,0-0,0,0,0,3,14,1,1,1,0,26,04/10/2022,EYBL Session 1 (Orlando)
24,Tyler Curvy,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0,0,04/10/2022,EYBL Session 1 (Orlando)
0,Kenneth Fields,1-1,0-0,0-0,0,0,0,0,2,0,0,0,0,5,04/10/2022,EYBL Session 1 (Orlando)
1,Diovion Famakinde,5-13,0-5,3-6,1,4,5,1,13,2,1,0,0,22,04/10/2022,EYBL Session 1 (Orlando)
2,Devin Vanterpool,0-2,0-1,0-2,0,0,0,0,0,0,0,0,3,9,04/10/2022,EYBL Session 1 (Orlando)
3,Spencer Mahoney,4-8,1-4,0-0,0,2,2,3,9,1,0,0,0,26,04/10/2022,EYBL Session 1 (Orlando)
4,Mouhamed Dioubate,4-10,0-0,1-1,4,1,5,2,9,1,0,0,0,17,04/10/2022,EYBL Session 1 (Orlando)
5,DeAndre Williams,0-2,0-1,0-0,0,0,0,3,0,3,0,0,0,16,04/10/2022,EYBL Session 1 (Orlando)
6,Jaxon Koroll,4-4,0-0,4-4,1,5,6,4,12,0,0,0,0,15,04/10/2022,EYBL Session 1 (Orlando)
7,Lucius Gibson-,0-1,0-0,1-2,2,1,3,0,1,0,0,0,0,5,04/10/2022,EYBL Session 1 (Orlando)
8,Jayden Reid,5-11,0-6,4-5,5,0,5,3,14,2,2,0,1,26,04/10/2022,EYBL Session 1 (Orlando)
9,Brandon Williams,1-8,0-3,0-0,0,4,4,5,2,0,0,0,0,19,04/10/2022,EYBL Session 1 (Orlando)
10,Jaylen Curry,3-9,1-3,11-14,0,6,6,2,18,7,2,0,0,29,04/10/2022,EYBL Session 1 (Orlando)
11,Brandon Gardner,5-10,2-2,5-5,2,3,5,3,17,0,2,3,0,28,04/10/2022,EYBL Session 1 (Orlando)
12,"Wills, Aver",Jr,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,04/10/2022,EYBL Session 1 (Orlando)
13,Franklin E.,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/10/2022,EYBL Session 1 (Orlando)
14,Troy Mckoy,1-1,1-1,0-0,0,0,0,2,3,0,0,0,0,4,04/10/2022,EYBL Session 1 (Orlando)
15,Adrian Myers,0-1,0-0,0-0,0,1,1,1,0,1,1,1,0,2,04/10/2022,EYBL Session 1 (Orlando)
16,Michael Montano,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/10/2022,EYBL Session 1 (Orlando)
17,Jaden Daughtry,5-10,0-1,5-6,4,6,10,3,15,1,1,1,0,24,04/10/2022,EYBL Session 1 (Orlando)
18,Curtis Blair,2-4,1-1,0-0,0,1,1,0,5,1,0,0,1,17,04/10/2022,EYBL Session 1 (Orlando)
19,Jordann Dumont,2-4,1-2,4-4,0,1,1,1,9,1,1,0,0,10,04/10/2022,EYBL Session 1 (Orlando)
20,Obinnaya Okafor,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/10/2022,EYBL Session 1 (Orlando)
21,Tyler Mason,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,2,04/10/2022,EYBL Session 1 (Orlando)
22,Jimma James,0-4,0-0,0-0,0,3,3,3,0,3,0,0,1,29,04/10/2022,EYBL Session 1 (Orlando)
23,Etienne Strothers,0-2,0-2,0-0,0,1,1,1,0,1,1,1,1,15,04/10/2022,EYBL Session 1 (Orlando)
0,Omaha Biliew,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/09/2022,EYBL Session 1 (Orlando)
1,Jordan Ross,6-9,0-1,0-0,1,0,1,2,12,3,2,0,1,18,04/09/2022,EYBL Session 1 (Orlando)
2,Kyle Pock,1-5,0-4,2-2,0,1,1,1,4,0,0,0,1,22,04/09/2022,EYBL Session 1 (Orlando)
3,John Bol,0-2,0-0,0-0,3,3,6,1,0,1,1,2,1,16,04/09/2022,EYBL Session 1 (Orlando)
4,Josiah Dotzler,1-2,0-1,4-4,0,0,0,0,6,2,0,0,4,15,04/09/2022,EYBL Session 1 (Orlando)
5,Isaac Harrell,5-10,1-2,0-1,3,0,3,1,11,0,0,0,0,12,04/09/2022,EYBL Session 1 (Orlando)
6,Kayden Fish,4-6,1-2,0-0,1,1,2,2,9,0,1,0,2,16,04/09/2022,EYBL Session 1 (Orlando)
7,Trey Green,4-7,0-0,1-1,0,0,0,3,9,3,1,0,0,13,04/09/2022,EYBL Session 1 (Orlando)
8,Cameron Carr,2-2,0-0,0-0,0,1,1,1,4,1,1,0,0,5,04/09/2022,EYBL Session 1 (Orlando)
9,Kennard Davis,2-6,0-1,0-0,0,1,1,3,4,0,1,0,1,13,04/09/2022,EYBL Session 1 (Orlando)
10,Kyan Evans,1-3,1-2,0-1,0,2,2,0,3,4,1,0,0,11,04/09/2022,EYBL Session 1 (Orlando)
11,Gabriel Sisk,2-5,0-1,0-0,2,2,4,1,4,1,3,0,0,18,04/09/2022,EYBL Session 1 (Orlando)
12,Mason Williams,1-4,0-2,1-1,0,3,3,3,3,4,5,0,0,26,04/09/2022,EYBL Session 1 (Orlando)
13,Isaiah Watts,2-5,0-3,0-0,1,0,1,3,4,1,2,0,0,17,04/09/2022,EYBL Session 1 (Orlando)
14,Cayden McDaniel,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/09/2022,EYBL Session 1 (Orlando)
15,Yemoni Howell,2-3,0-1,0-0,0,0,0,1,4,2,0,0,0,17,04/09/2022,EYBL Session 1 (Orlando)
16,Trevon Blassingame,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/09/2022,EYBL Session 1 (Orlando)
17,Kamal Muhammad,2-7,0-0,0-2,3,2,5,3,4,1,1,0,2,23,04/09/2022,EYBL Session 1 (Orlando)
18,Jaylin Stewart,6-8,2-2,7-10,1,2,3,2,21,0,5,1,0,31,04/09/2022,EYBL Session 1 (Orlando)
19,Sherrell Mccullum,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/09/2022,EYBL Session 1 (Orlando)
20,Semaj Brown,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/09/2022,EYBL Session 1 (Orlando)
21,Brooklyn Hicks,4-7,0-2,0-0,0,2,2,2,8,1,3,0,0,24,04/09/2022,EYBL Session 1 (Orlando)
22,Jacob Cofie,1-4,0-0,2-2,0,2,2,1,4,1,1,0,2,21,04/09/2022,EYBL Session 1 (Orlando)
0,Jayden Williams,3-7,0-3,0-0,0,2,2,2,6,0,0,0,1,24,04/09/2022,EYBL Session 1 (Orlando)
1,Johnuel Fland,3-9,2-7,2-2,0,4,4,0,10,1,1,0,3,29,04/09/2022,EYBL Session 1 (Orlando)
2,Player,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,4,04/09/2022,EYBL Session 1 (Orlando)
3,Nasir Rodriguez,1-3,0-1,0-0,0,0,0,0,2,0,0,0,0,10,04/09/2022,EYBL Session 1 (Orlando)
4,Abraham Rosario,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/09/2022,EYBL Session 1 (Orlando)
5,Bryan Ndjonga,1-1,0-0,0-0,0,1,1,1,2,0,2,0,0,14,04/09/2022,EYBL Session 1 (Orlando)
6,Jason Schofield,2-7,0-0,3-4,2,4,6,1,7,0,1,0,0,23,04/09/2022,EYBL Session 1 (Orlando)
7,Yves Missi,3-6,0-1,5-8,1,2,3,1,11,1,2,2,0,23,04/09/2022,EYBL Session 1 (Orlando)
8,Samir Thomas,1-3,1-3,0-0,0,1,1,1,3,0,0,0,0,9,04/09/2022,EYBL Session 1 (Orlando)
9,Danny Carbuccia,2-5,1-2,0-0,1,4,5,1,5,1,3,0,1,23,04/09/2022,EYBL Session 1 (Orlando)
10,Justin Menard,0-2,0-2,0-0,1,1,2,1,0,0,2,0,0,13,04/09/2022,EYBL Session 1 (Orlando)
11,Terry Copeland,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/09/2022,EYBL Session 1 (Orlando)
12,Dylan Chavez,0-1,0-1,0-0,0,1,1,0,0,0,0,0,0,13,04/09/2022,EYBL Session 1 (Orlando)
13,Naithan George,4-11,2-5,1-1,2,1,3,1,11,3,5,0,0,27,04/09/2022,EYBL Session 1 (Orlando)
14,Braeden Speed,2-5,0-2,2-2,1,3,4,1,6,1,1,0,0,29,04/09/2022,EYBL Session 1 (Orlando)
15,Travis Torain,2-6,0-3,0-0,0,6,6,2,4,0,1,0,0,26,04/09/2022,EYBL Session 1 (Orlando)
16,Jovan Milicevic,8-13,4-8,1-3,2,7,9,3,21,1,1,0,0,31,04/09/2022,EYBL Session 1 (Orlando)
17,Gabriel Pickens,2-6,2-3,0-0,0,3,3,1,6,3,0,0,1,22,04/09/2022,EYBL Session 1 (Orlando)
18,Ibraham Souare,5-9,0-0,0-0,4,5,9,2,10,1,3,0,0,25,04/09/2022,EYBL Session 1 (Orlando)
19,Quinn Athanassoulis,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/09/2022,EYBL Session 1 (Orlando)
20,Thokbor David,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/09/2022,EYBL Session 1 (Orlando)
0,Wayne Randall,0-1,0-0,0-0,0,0,0,2,0,0,0,0,0,12,04/09/2022,EYBL Session 1 (Orlando)
1,Laurence Nathan,1-5,0-2,3-4,1,1,2,2,5,2,2,0,0,16,04/09/2022,EYBL Session 1 (Orlando)
2,Eric Paymon,1-4,0-2,0-0,1,1,2,4,2,0,1,0,0,13,04/09/2022,EYBL Session 1 (Orlando)
3,Luke Coughran,9-16,7-12,1-1,2,3,5,1,26,3,0,1,0,20,04/09/2022,EYBL Session 1 (Orlando)
4,Allen Graves,1-2,0-0,1-2,1,3,4,0,3,1,0,0,0,15,04/09/2022,EYBL Session 1 (Orlando)
5,Keith Jones,2-3,0-1,0-0,1,1,2,2,4,2,0,0,0,13,04/09/2022,EYBL Session 1 (Orlando)
6,Todd Jones,5-8,0-0,1-1,5,3,8,1,11,0,0,1,0,14,04/09/2022,EYBL Session 1 (Orlando)
7,Devon Pryor,2-4,0-1,0-0,1,0,1,0,4,0,0,0,0,9,04/09/2022,EYBL Session 1 (Orlando)
8,Kameron Williams,0-4,0-4,0-0,0,0,0,1,0,1,1,1,0,18,04/09/2022,EYBL Session 1 (Orlando)
9,Christopher Leman,2-4,0-0,1-2,0,2,2,3,5,0,0,0,0,7,04/09/2022,EYBL Session 1 (Orlando)
10,JeMarion Franklin,1-4,1-2,0-0,0,3,3,0,3,1,1,0,0,12,04/09/2022,EYBL Session 1 (Orlando)
11,Drelon Miller,2-4,0-0,2-3,0,2,2,0,6,2,0,0,0,13,04/09/2022,EYBL Session 1 (Orlando)
12,Johnny Djema,2-3,0-0,1-1,0,3,3,2,5,2,0,1,0,15,04/09/2022,EYBL Session 1 (Orlando)
13,Devin Sanders,0-2,0-2,0-0,0,3,3,1,0,0,1,0,0,10,04/09/2022,EYBL Session 1 (Orlando)
14,Dorian Mcmillian,5-9,1-2,3-4,1,2,3,0,14,0,2,1,0,19,04/09/2022,EYBL Session 1 (Orlando)
15,Jahvin Carter,2-3,1-2,3-4,0,2,2,0,8,1,1,0,0,19,04/09/2022,EYBL Session 1 (Orlando)
16,Damarien Yates,3-8,1-4,2-5,2,3,5,2,9,1,1,0,0,25,04/09/2022,EYBL Session 1 (Orlando)
17,Christian Alston,1-1,1-1,0-0,0,2,2,1,3,2,1,0,0,14,04/09/2022,EYBL Session 1 (Orlando)
18,Emerson Tenner,2-3,0-0,5-5,0,2,2,1,9,0,2,0,0,19,04/09/2022,EYBL Session 1 (Orlando)
19,Kyran Tilley,1-3,0-2,0-0,0,2,2,0,2,0,0,0,1,9,04/09/2022,EYBL Session 1 (Orlando)
20,Nazir Allen,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,04/09/2022,EYBL Session 1 (Orlando)
21,Michael OKeefe,1-4,0-3,0-0,0,1,1,0,2,1,0,0,1,15,04/09/2022,EYBL Session 1 (Orlando)
22,CJ Hyland,1-3,0-0,0-0,0,1,1,2,2,1,0,0,0,15,04/09/2022,EYBL Session 1 (Orlando)
0,Dallas Hobbs,1-8,1-5,0-0,1,3,4,2,3,2,3,0,0,13,04/09/2022,EYBL Session 1 (Orlando)
1,Corey Chest,4-7,0-0,0-0,3,6,9,2,8,0,4,1,1,19,04/09/2022,EYBL Session 1 (Orlando)
2,Zyon Little,4-5,0-0,1-1,1,2,3,0,9,0,0,0,0,9,04/09/2022,EYBL Session 1 (Orlando)
3,Alexzaye Johnson,0-1,0-0,0-0,0,1,1,0,0,0,0,0,0,5,04/09/2022,EYBL Session 1 (Orlando)
4,Jordan Trahan,1-3,1-1,0-0,2,3,5,1,3,1,0,0,2,9,04/09/2022,EYBL Session 1 (Orlando)
