PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FGP,TPM,TPA,TPP,FTM,FTA,FTP,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PM,OFFRTG,DEFRTG,NETRTG,ASTP,ASTTOR,ASTRATIO,OREBP,DREBP,REBP,TORATIO,EFGP,TSP,USGP,PACE,PIE,PTS OFF TO,2ND PTS,FBPS,PITP,OPP PTS OFF TO,OPP 2ND PTS,OPP FBPS,OPP PITP,BLK,BLKA,PF,PFD,PFGA 2PT,PFGA 3PT,PPTS 2PT,PPTS 2PT MR,PPTS 3PT,PPTS FBPS,PPTSFT,PPTS OFFTO,PPTS PITP,2FGM PAST,2FGM PUAST,3FGM PAST,3FGM PUAST,FGM PAST,FGM PUAST,USGP,PFGM,PFGA,P3PM,P3PA,PFTM,PFTA,POREB,PDREB,PREB,PAST,PTOV,PSTL,PBLK,PBLKA,PPF,PPFD,PPTS,DEF RTG,DREB,DREBP,PDREB,STL,STLP,BLK,PBLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
STEPHANIE MAVUNGA,IND,24,25,6,19,7.8,2.2,0.8,1.8,47.7,0,0,0,0.5,0.6,80,1,1.2,2.2,0.2,0.4,0.3,0.2,1.4,6.3,0,0,-0.2,102.8,104.6,-1.8,3.3,0.36,6.1,11.6,16.8,14,16.7,47.7,53.4,13.2,96.19,7,0.5,0.4,0,1.3,2.6,3.1,0.9,6.3,0.2,0.3,1.4,0.7,97.7,2.3,77.8,18.5,0,0,22.2,24.1,59.3,81,19,0,0,81,19,13.2,14.9,12.6,0,1,15.6,15.8,43.1,30.1,34.8,5.6,19.3,27.6,35.3,33.3,35.7,19.8,13.5,104.6,1.2,16.8,30.1,0.3,27.6,0.2,35.3,2.6,3.1,0.9,6.3,0.02
STEPHANIE TALBOT,PHO,25,31,19,12,14.6,3.7,1.3,2.7,46.4,0.5,1.4,38.6,0.6,0.7,90.5,0.8,1.1,1.9,1.3,0.9,0.5,0.3,1.6,9.4,0,0,0.5,107.8,107.3,0.5,13.1,1.52,25.3,6,7.8,6.9,16.7,56.5,61.1,11.7,96.47,6.1,0.6,0.5,0.3,1.2,6.3,4,2.7,11.7,0.3,0.1,1.6,0.9,47.6,52.4,38.6,5.3,44.7,7.9,16.7,16.7,33.3,54.5,45.5,100,0,74.4,25.6,11.7,11.1,11.1,17.3,15.6,10.2,9.6,27.8,12.9,16.6,17.3,18.6,21.5,23.3,12.5,24.3,11.6,11.6,107.3,1.1,7.8,12.9,0.5,21.5,0.3,23.3,6.3,4,2.7,11.7,0.023
SUE BIRD,SEA,38,31,25,6,26.6,10.1,3.7,8,46.6,1.9,4.3,44.8,0.8,0.9,82.8,0.2,1.6,1.7,7.1,1.9,1.1,0.1,1.2,24.6,5,0,8.6,114.7,99.1,15.6,37.3,3.75,40.9,0.7,6,3.4,10.9,58.7,60.4,16.9,96.74,12.4,1.9,0.8,1.1,1.7,9.2,6.8,3.7,22.5,0.1,0.2,1.2,0.9,45.7,54.3,35,18.5,57.3,11.1,7.6,18.5,16.6,41.8,58.2,75,25,59.1,40.9,16.9,16.2,17.4,30.3,27.3,8.1,7.8,2.8,9.3,7.6,45.1,21.8,20.3,1.9,10.5,11.9,8.3,16.4,99.1,1.6,6,9.3,1.1,20.3,0.1,1.9,9.2,6.8,3.7,22.5,0.125
SUGAR RODGERS,NYL,29,31,5,26,19.6,6.3,2.2,6,36.2,1.4,4.3,32.3,0.6,0.7,82.6,0.6,2.6,3.2,2,1.2,0.7,0.1,2.1,14.3,1,0,-5.5,93.5,105.9,-12.4,16.5,1.69,21,3.1,13.2,8.2,12.4,47.8,50.2,16.5,97.7,7.5,1.1,0.5,0.4,0.7,9.4,5.6,3.1,12.6,0.1,0.3,2.1,0.7,28.1,71.9,24.5,13.3,65.8,5.6,9.7,16.8,11.2,66.7,33.3,95.3,4.7,85.1,14.9,16.5,15.4,18,42.6,39.7,10.8,9.9,14.6,20.8,19.2,20.2,15.6,21.4,8.1,14,20,9.7,17.1,105.9,2.6,13.2,20.8,0.7,21.4,0.1,8.1,9.4,5.6,3.1,12.6,0.042
SYDNEY COLSON,MIN,29,2,0,2,8.3,3.5,1.5,3.5,42.9,0,1,0,0.5,1,50,0.5,0.5,1,2,2,0,0.5,1,7.2,0,0,0,105.7,105.7,0,33.3,1,25,5.6,6.3,5.9,25,42.9,44.4,29.3,101.31,3.4,0,0,0,3,1.5,2.5,2,7,0.5,0,1,1.5,71.4,28.6,85.7,0,0,0,14.3,0,85.7,0,100,0,0,0,100,29.3,20,21.2,0,16.7,50,66.7,33.3,11.1,16.7,50,66.7,0,100,0,25,37.5,18.9,105.7,0.5,6.3,11.1,0,0,0.5,100,1.5,2.5,2,7,0.019
SYDNEY WIESE,LAS,24,11,7,4,3.3,0,0,0.4,0,0,0.4,0,0,0,0,0,0.3,0.3,0.2,0.1,0,0,0.5,0.5,0,0,-0.5,98.7,116.9,-18.2,7.1,2,28.6,0,12,5.2,14.3,0,0,5.9,99.11,-3.3,0,0,0,0,0.8,0.2,0.5,2.7,0,0,0.5,0.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,6.7,0,19,0,0,0,16.7,13,10.5,12.5,0,0,0,38.5,7.7,0,116.9,0.3,12,16.7,0,0,0,0,0.8,0.2,0.5,2.7,-0.007
SYLVIA FOWLES,MIN,33,34,18,16,32,17.7,7,11.3,61.9,0,0,0,3.8,5,75.7,3.6,8.3,11.9,2.2,3,1.4,1.2,3,40.2,22,0,2.3,102,97.7,4.2,12.4,0.72,11.7,11.8,26.8,19.4,16.2,61.9,65.8,22.9,93.86,19.4,3,4.5,1.1,13.1,11.8,6.9,7.2,23.5,1.2,1.2,3,5.1,100,0,78.7,5,0,6.3,21.3,16.8,73.8,74.7,25.3,0,0,74.7,25.3,22.9,28.4,21,0,0,35.9,37,49.8,38.2,41.1,13.5,27.1,26.1,50.6,46,24.6,35.8,27.9,97.7,8.3,26.8,38.2,1.4,26.1,1.2,50.6,11.8,6.9,7.2,23.5,0.166
TAMERA YOUNG,LVA,32,33,14,19,26.7,9.9,3.9,9.6,40.8,0.1,0.4,30.8,2,2.8,70.7,1.1,4,5.1,2.8,1.7,1,0.2,2.1,21.9,0,0,-2.3,101.8,105.7,-3.9,16.1,1.63,18,4,14.6,9.3,11.1,41.5,45.9,19.9,99.3,8.2,1.5,1,1,3.5,9.1,6.1,4.8,16.7,0.2,0.8,2.1,2.2,95.9,4.1,76.5,41.6,3.7,10.4,19.9,15,34.9,57.6,42.4,100,0,58.9,41.1,19.9,18.6,20.5,5.3,6,16.8,18.1,18.1,21.4,20.6,20,21.3,24.2,7.1,23.4,18.4,16.9,17.6,105.7,4,14.6,21.4,1,24.2,0.2,7.1,9.1,6.1,4.8,16.7,0.058
TANISHA WRIGHT,MIN,35,33,18,15,17.8,4.3,1.5,4,38.3,0.6,1.5,39.6,0.6,0.8,74.1,0.3,1.3,1.6,2,1.3,0.5,0.1,1.9,9.7,0,0,-1.8,95.8,100.4,-4.6,17.7,1.57,26.2,1.9,7.6,4.7,16.7,45.5,48.7,13.8,96.91,4.2,1,0.3,0.5,1.4,7.8,3.3,3.1,12.7,0.1,0.3,1.9,0.8,63.9,36.1,45.4,12.8,40.4,12.1,14.2,24.1,32.6,46.9,53.1,89.5,10.5,62.7,37.3,13.8,12,13.8,20.2,19.7,10.6,11.4,9.1,11.3,10.8,24.8,18.7,16.2,9.3,18.5,24,10.3,12.5,100.4,1.3,7.6,11.3,0.5,16.2,0.1,9.3,7.8,3.3,3.1,12.7,0.076
TAYLER HILL,DAL,28,20,8,12,11.7,3.7,1.2,4.2,28.6,0.7,2.3,28.9,0.7,0.7,92.9,0.2,0.6,0.8,1,0.9,0.2,0.1,0.4,6,0,0,-3.6,88.1,103.7,-15.7,15.3,1.18,15.7,1.2,5.4,3.1,13.4,36.3,41,18.6,98.87,3.6,0.6,0.4,0.2,0.5,6.7,3.1,3.6,11.2,0.1,0.4,0.4,0.7,46.4,53.6,29.7,16.2,52.7,4.1,17.6,16.2,13.5,36.4,63.6,84.6,15.4,62.5,37.5,18.6,15.5,20.8,34.2,31.5,16.3,14.1,4.3,7.9,6.8,22.2,15.9,10.7,6.7,25.9,6.8,12.3,17.3,103.7,0.6,5.4,7.9,0.2,10.7,0.1,6.7,6.7,3.1,3.6,11.2,0.034
TEANA MULDROW,DAL,23,4,4,0,2.1,0,0,0.3,0,0,0.3,0,0,0,0,0,0.3,0.3,0,0,0,0,0.3,0.3,0,0,-0.8,94.7,123.5,-28.8,0,0,0,0,14.3,7.1,0,0,0,5,101.37,-2.9,0,0,0,0,1,0,0,1.5,0,0,0.3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8.3,0,25,0,0,0,16.7,16.7,0,0,0,0,0,20,0,0,123.5,0.3,14.3,16.7,0,0,0,0,1,0,0,1.5,-0.01
TEMI FAGBENLE,MIN,26,30,16,14,9.4,3.1,1.3,2.6,50.6,0,0,0,0.5,0.8,69.6,0.9,1.1,2,0.6,0.7,0.3,0.3,1.2,7.4,0,0,-1.3,94.3,100.2,-5.9,9.9,0.77,13.5,10,11.8,10.9,17.5,50.6,53.9,16.5,98.6,7.6,0.7,0.8,0.1,2,3.9,2.3,1.9,6.7,0.3,0.4,1.2,0.8,100,0,83,19.1,0,4.3,17,23.4,63.8,61.5,38.5,0,0,61.5,38.5,16.5,18.5,16.1,0,0,19,21.3,43.1,18.6,25.3,14,20.2,17.4,52.9,44,26.7,20.3,17.2,100.2,1.1,11.8,18.6,0.3,17.4,0.3,52.9,3.9,2.3,1.9,6.7,0.042
THERESA PLAISANCE,DAL,27,7,1,6,11.6,5.3,2,5.1,38.9,1.3,2.7,47.4,0,0.3,0,1.4,2.3,3.7,0.7,1.1,0.3,0.3,1.9,11.4,0,0,1.4,111.8,111.8,0,8.9,0.63,10,10.9,20.3,15.2,16,51.4,50.2,21.5,98.07,7,0.9,0.6,0,0.6,4.6,3.6,3.9,10,0.3,0.4,1.9,0.6,47.2,52.8,27,16.2,73,0,0,16.2,10.8,60,40,100,0,85.7,14.3,21.5,20,22.9,37.5,32.2,0,5.4,34.5,32,32.9,12.8,32,20,28.6,30,34.2,13.3,19.5,111.8,2.3,20.3,32,0.3,20,0.3,28.6,4.6,3.6,3.9,10,-0.002
TIANNA HAWKINS,WAS,28,32,20,12,16.6,6.3,2.5,5.7,44.3,0.8,2.2,35.7,0.4,0.5,82.4,1.1,2.4,3.5,0.8,1.1,0.5,0.4,2.5,13.1,1,0,-1.5,99.5,104.3,-4.7,7.9,0.67,9.6,6.7,15.7,11,14.5,51.1,52.8,18.2,97.41,7.2,1.1,0.9,0.5,2.9,6.2,4.3,3.7,13.5,0.4,0.4,2.5,0.9,61.7,38.3,55.7,10,37.3,8,7,16.9,45.8,62.5,37.5,100,0,74.1,25.9,18.2,21.1,20.2,24.5,22.9,6.7,7.1,32.1,26.1,27.8,11.9,19.9,17,25.5,32.5,29.3,11.2,18.7,104.3,2.4,15.7,26.1,0.5,17,0.4,25.5,6.2,4.3,3.7,13.5,0.046
TIERRA RUFFIN-PRATT,WAS,28,33,21,12,18.1,5.5,1.7,5,34.1,0.5,1.5,31.4,1.6,1.9,85.5,0.7,1.3,2,1.5,0.8,0.6,0.2,1.6,11.7,0,0,-3.4,98,106,-8,15.2,1.96,18.9,3.8,7.8,5.8,9.6,39,47.3,16.1,96.01,6.2,1,0.6,0.4,1.2,7.7,5.3,4.7,15.6,0.2,0.3,1.6,1.9,68.9,31.1,44.2,23.2,26.5,7.2,29.3,18.8,21,42.5,57.5,100,0,58.9,41.1,16.1,14.3,16.9,15.4,15.6,19.1,19.3,17.6,12.7,14,22.9,13.3,21.1,11.8,23.9,16.9,21.2,15.6,106,1.3,7.8,12.7,0.6,21.1,0.2,11.8,7.7,5.3,4.7,15.6,0.038
TIFFANY HAYES,ATL,29,31,22,9,28.9,17.2,5.7,12.9,44.1,1.4,4.2,32.1,4.5,5.5,81.7,0.9,2.7,3.6,2.7,1.6,1.2,0.2,2.1,28.1,0,0,4.9,103.7,95.2,8.5,16,1.66,13.7,3,8.8,5.9,8.3,49.4,56.2,24.6,98.85,13.4,3.7,1.6,2.2,7.7,9.2,7.6,6.5,21,0.2,0.5,2.1,4.6,67.3,32.7,50.6,5.6,23.6,12.7,25.8,21.5,44.9,38.5,61.5,71.4,28.6,46.3,53.7,24.6,25.4,25.6,29.8,31,36.3,34.1,13.8,14.2,14.1,19.7,17.3,20.9,5.8,14.9,16.3,31.3,27.9,95.2,2.7,8.8,14.2,1.2,20.9,0.2,5.8,9.2,7.6,6.5,21,0.18
TIFFANY MITCHELL,IND,24,34,6,28,25.6,9.1,3.2,8.6,37.1,0.5,1.8,26.7,2.2,2.7,83.5,0.7,2.4,3.1,2.3,1.4,0.9,0.2,1.7,18.1,0,0,-6.1,94.4,105.6,-11.2,15.5,1.59,17.1,2.6,9.9,6,10.7,39.9,46.5,18.9,95.95,7.7,2,1.3,1.1,3.8,8.1,6.7,4.9,22.2,0.2,0.4,1.7,2.7,79.4,20.6,59.7,18.2,15.6,12.7,24.7,22.1,41.6,27.2,72.8,87.5,12.5,36.1,63.9,18.9,17.7,19.1,13.8,15.5,25.2,24.5,13.3,15.2,14.7,23.9,19.4,22.6,12.9,16.5,14.3,23.9,18.8,105.6,2.4,9.9,15.2,0.9,22.6,0.2,12.9,8.1,6.7,4.9,22.2,0.058
TINA CHARLES,NYL,30,33,7,26,33,19.7,8,16.8,47.3,0.9,2.9,32.6,2.8,3.7,77,1.9,5.1,7,2.7,2.8,0.7,0.6,2.5,33.4,7,0,-5.7,97.4,105.3,-7.9,16.6,0.97,11.4,5.8,15.3,10.6,11.8,50.1,53.4,28.5,96.08,13.3,3.3,2.8,0.8,10.4,12.9,9.3,5.9,24.7,0.6,0.6,2.5,3.7,82.9,17.1,71.3,18.4,14.3,4.1,14.4,16.9,52.8,68.1,31.9,87.1,12.9,70.3,29.7,28.5,32.7,30.1,17.4,17.2,28.9,29.6,28.6,23.9,25.1,16.6,24,13,27.8,21.3,15.3,27.9,30.8,105.3,5.1,15.3,23.9,0.7,13,0.6,27.8,12.9,9.3,5.9,24.7,0.078
VICTORIA VIVIANS,IND,24,34,6,28,27.1,8.9,3.1,7.6,40.4,1.9,4.8,39.9,0.8,0.9,93.1,0.5,2.6,3.1,1.2,1,0.9,0.1,1.8,16.8,0,0,-5.2,97.5,106.9,-9.5,7.3,1.24,11.8,1.7,10.6,5.8,9.5,52.9,55.4,14.6,95.43,7.4,1.9,0.6,1.6,0.7,9,8.1,5.9,24.2,0.1,0.2,1.8,0.8,37.3,62.7,26.5,18.5,64.6,17.5,8.9,21.9,7.9,60,40,95.4,4.6,81.9,18.1,14.6,15.7,16,44.2,39,9.1,7.9,8.1,16.8,14.3,11.1,12.4,22.1,8.3,8.6,14.8,7.1,17,106.9,2.6,10.6,16.8,0.9,22.1,0.1,8.3,9,8.1,5.9,24.2,0.046
YVONNE TURNER,PHO,31,32,18,14,13.3,4.1,1.5,3.9,37.6,0.7,2.2,32.4,0.5,0.7,68.2,0.2,1.6,1.8,1.3,0.6,0.7,0.1,1.1,9.8,0,0,0,101.1,100.3,0.8,16.3,2.15,21.8,1.7,11.1,6.6,10.2,46.8,49,15.6,99.26,7.9,0.5,0.5,0.6,1,5.4,3.5,2.8,9.9,0.1,0.2,1.1,0.7,43.2,56.8,36.4,12.1,52.3,15.2,11.4,11.4,24.2,50,50,82.6,17.4,66,34,15.6,15.1,17.8,23.5,26.4,8.9,10.6,9.1,18.3,16.3,20,13.2,31.8,4.2,18.2,17.9,10.2,14.8,100.3,1.6,11.1,18.3,0.7,31.8,0.1,4.2,5.4,3.5,2.8,9.9,0.058
