District_Name,County_Name,District_Type,Enrollment_District,AmericanIndian_AlaskaNative,Asian,Black_AfricanAmerican,Filipino,Hispanic_Latino,NativeHawaiian_PacIslander,Two_orMoreRaces,NoneReported,White,Nonwhite,CAASPP-Math,CAASPP-ELA,FederalRevenue,StateRevenue,LocalRevenue,LCFF
Greenfield Union Elementary (Monterey),Monterey,Elementary School District,3571,0.1,0,0.3,0.3,97.9,0.1,0.1,0.1,1.2,98.8,19.34,27.22,729,1052,703,10529
Grenada Elementary (Siskiyou),Siskiyou,Elementary School District,205,4.4,0,1.5,0,9.3,0,7.3,0,77.6,22.4,37.8,36.22,353,647,1377,8684
Gridley Unified (Butte),Butte,Unified School District,2059,0.3,2.7,0.4,0,57.4,0.2,0.8,4.4,33.8,66.2,36.28,50.19,503,1204,216,9606
Grossmont Union High (San Diego),San Diego,High School District,21492,0.6,2.2,6.5,1.5,39.9,0.5,7.2,0.1,41.4,58.6,33.67,60.1,828,1171,1586,10300
Guadalupe Union Elementary (Santa Barbara),Santa Barbara,Elementary School District,1298,0.3,0.2,0.1,0.2,97.5,0,0.2,0,1.5,98.5,11.29,20.58,564,1199,586,10456
Guerneville Elementary (Sonoma),Sonoma,Elementary School District,278,6.1,0.4,3.2,0.4,30.2,0,1.8,0,57.9,42.1,42.16,52.97,850,1742,2268,9787
Gustine Unified (Merced),Merced,Unified School District,1861,0.4,0.8,0.6,0.6,81.7,0.2,0.9,0.7,14.1,85.9,17.03,28.86,857,1246,128,10353
Hacienda la Puente Unified (Los Angeles),Los Angeles,Unified School District,18438,0.1,13.8,0.9,1.9,79.1,0.2,0.5,0.5,3,97,39.62,52.57,628,1889,375,10318
Hamilton Unified (Glenn),Glenn,Unified School District,690,0.4,1,0.3,0,86.8,0,0.7,6.1,4.6,95.4,20.33,41.69,406,730,154,10583
Hanford Elementary (Kings),Kings,Elementary School District,5973,0.5,0.9,4.5,0.7,75.6,0.1,2.8,0.1,14.9,85.1,37.82,45.73,758,1123,438,9773
Hanford Joint Union High (Kings),Kings,High School District,3802,0.6,1.6,4.4,1.3,65.5,0.1,1.4,0,25.1,74.9,19.13,58.14,455,1122,504,10424
Happy Camp Union Elementary (Siskiyou),Siskiyou,Elementary School District,108,34.3,0,0,0,9.3,0,22.2,0,34.3,65.7,17.54,29.82,1669,1299,1800,10789
Happy Valley Elementary (Santa Cruz),Santa Cruz,Elementary School District,120,2.5,5,0.8,0,7.5,0,13.3,1.7,69.2,30.8,73.53,83.82,285,1362,1965,9232
Happy Valley Union Elementary (Shasta),Shasta,Elementary School District,527,5.7,5.7,0.9,0.4,18.2,0.8,2.1,2.5,63.8,36.2,34.62,41.72,657,821,753,9425
Harmony Union Elementary (Sonoma),Sonoma,Elementary School District,652,0.8,1.4,1.2,1.4,28.2,0.3,8.4,0.3,58,42,45.7,58.94,353,1238,1376,16264
Hart-Ransom Union Elementary (Stanislaus),Stanislaus,Elementary School District,1211,0.5,3.4,2.1,1.5,42.5,0.3,2.5,0.9,46.2,53.8,35.42,57.78,309,453,1234,8779
Hawthorne (Los Angeles),Los Angeles,Elementary School District,8364,0.3,2.3,20.5,1.7,71.2,1.2,0.6,0.1,2.1,97.9,36.7,45.99,635,1439,402,10622
Hayward Unified (Alameda),Alameda,Unified School District,22734,0.3,7.8,8.7,7.3,64.2,3.1,3.1,0.2,5.3,94.7,25.87,37.08,910,1269,1141,10039
Healdsburg Unified (Sonoma),Sonoma,Unified School District,1531,0.4,1.1,0.7,0.1,61,0.3,0.8,0,35.5,64.5,30.9,49.16,644,1695,1102,13441
Heber Elementary (Imperial),Imperial,Elementary School District,1204,0,0,0,0,99.3,0,0.2,0,0.5,99.5,41.73,53.06,660,1302,261,10577
Helendale Elementary (San Bernardino),San Bernardino,Elementary School District,3221,0.9,1.6,6.7,0.9,46.1,0.3,5.8,0.3,37.2,62.8,26.9,41.14,480,1206,1630,8304
Hemet Unified (Riverside),Riverside,Unified School District,21797,0.8,1,8.5,0.9,58.7,0.3,3.9,0,25.9,74.1,22.36,36.03,916,1244,834,10193
Hermosa Beach City Elementary (Los Angeles),Los Angeles,Elementary School District,1361,0.4,5,0.7,0.2,12.7,0.7,9.6,0,70.7,29.3,75.65,78.98,172,922,1222,7542
Hesperia Unified (San Bernardino),San Bernardino,Unified School District,24144,0.4,0.8,5.6,0.3,65.4,0.3,0.7,11.4,15.1,84.9,21.76,33.21,701,890,552,9735
Hickman Community Charter (Stanislaus),Stanislaus,Elementary School District,1052,5,2.7,1.5,0.5,25.4,0.2,3.3,0.3,61.1,38.9,48.94,59.97,233,447,491,8116
Hillsborough City Elementary (San Mateo),San Mateo,Elementary School District,1405,0.1,27.5,0.3,2.1,4.2,0.1,10.5,0,55.1,44.9,84.15,84.41,199,1382,4815,14965
Hilmar Unified (Merced),Merced,Unified School District,2387,0.6,0.7,0.4,0.1,43.2,0.1,0.9,0.2,53.8,46.2,19.16,34.9,444,1206,307,9179
Hollister (San Benito),San Benito,Elementary School District,5856,0.2,1.3,0.4,0.6,80.8,0.2,0.8,1,14.7,85.3,34.05,49.86,713,781,719,9053
Holtville Unified (Imperial),Imperial,Unified School District,1554,0,0.1,0.1,0.1,88.8,0.1,1.2,0.1,9.6,90.4,42.2,53.86,1098,1089,498,10472
Hope Elementary (Santa Barbara),Santa Barbara,Elementary School District,963,0.4,3.3,1.5,0.4,34.1,0.3,5.2,0,54.8,45.2,59.78,68.01,172,1552,21,9466
Hope Elementary (Tulare),Tulare,Elementary School District,247,0,0.4,0,0,64,0,0.4,0.4,34.8,65.2,22.07,29.37,357,989,766,10177
Horicon Elementary (Sonoma),Sonoma,Elementary School District,62,8.1,0,1.6,0,53.2,0,4.8,0,32.3,67.7,24.39,20,639,1127,3085,27765
Hornbrook Elementary (Siskiyou),Siskiyou,Elementary School District,57,1.8,0,0,0,12.3,0,31.6,0,54.4,45.6,27.78,44.44,1453,803,1689,17671
Hot Springs Elementary (Tulare),Tulare,Elementary School District,18,0,0,0,0,33.3,0,11.1,5.6,50,50,27.27,27.27,2167,4401,91,18641
Howell Mountain Elementary (Napa),Napa,Elementary School District,99,1,1,1,0,53.5,0,1,1,41.4,58.6,51.72,56.9,518,1547,1284,16838
Hueneme Elementary (Ventura),Ventura,Elementary School District,8429,0.5,0.5,0.9,3.4,82.3,0.3,2.2,0,10,90,17.63,28.3,508,835,839,9900
Hughes-Elizabeth Lakes Union Elementary (Los Angeles),Los Angeles,Elementary School District,191,0.5,0.5,1,0,27.2,0,3.1,3.1,64.4,35.6,40.4,52.53,1132,1569,961,9548
Hughson Unified (Stanislaus),Stanislaus,Unified School District,2052,0.7,0.7,0.4,0,56.7,0.4,0.6,2.2,38.2,61.8,31.31,48.33,510,900,858,9383
Humboldt County Office of Education (Humboldt),Humboldt,County Office of Education (COE),438,6.4,2.5,0.5,0,11,0.7,8.9,1.4,68.7,31.3,0,4.11,N/A,N/A,N/A,N/A
Huntington Beach City Elementary (Orange),Orange,Elementary School District,7073,0.2,10.1,0.5,0.9,19.3,0.4,9.5,0.9,58.3,41.7,69.25,74.92,365,829,789,7972
Huntington Beach Union High (Orange),Orange,High School District,16188,0.6,27.1,0.9,1.5,27.5,0.6,2.8,1.1,37.9,62.1,50.07,71.94,500,1815,658,9592
Hydesville Elementary (Humboldt),Humboldt,Elementary School District,195,0,0.5,0,0,10.8,0,9.2,1.5,77.9,22.1,50.4,58.73,364,754,362,8153
"Igo, Ono, Platina Union Elementary (Shasta)",Shasta,Elementary School District,40,7.5,7.5,12.5,0,15,5,0,0,52.5,47.5,20,33.33,1092,925,1547,16298
Imperial County Office of Education (Imperial),Imperial,County Office of Education (COE),710,0.4,0.1,0.6,0.1,95.1,0,0.4,0.4,2.8,97.2,1.23,9.09,N/A,N/A,N/A,N/A
Imperial Unified (Imperial),Imperial,Unified School District,4149,0.2,0.6,0.9,0.8,84.1,0,0.7,0.4,12.3,87.7,44,58.84,340,968,650,8759
Indian Diggings Elementary (El Dorado),El Dorado,Elementary School District,19,0,0,0,0,21.1,0,10.5,0,68.4,31.6,5,25,883,1598,551,10553
Indian Springs Elementary (Shasta),Shasta,Elementary School District,7,0,0,0,0,0,0,0,0,100,0,redacted,redacted,4249,1587,2540,58012
Inglewood Unified (Los Angeles),Los Angeles,Unified School District,12086,0.6,0.4,40.1,0.2,57.4,0.3,0.4,0.1,0.4,99.6,18.9,30.01,1070,1592,312,11117
Inyo County Office of Education (Inyo),Inyo,County Office of Education (COE),1843,0.7,0.3,20.2,0.1,72.7,0.4,1.6,1,3.1,96.9,redacted,redacted,N/A,N/A,N/A,N/A
Irvine Unified (Orange),Orange,Unified School District,34617,0.2,47.1,2,2.9,11.1,0.2,7.9,0.5,28.1,71.9,74.09,77.29,342,1376,892,8378
Island Union Elementary (Kings),Kings,Elementary School District,415,0,0,1,0.5,37.1,0,3.9,0,57.6,42.4,51.81,61.37,336,809,617,8132
Jacoby Creek Elementary (Humboldt),Humboldt,Elementary School District,462,1.3,2.8,0.9,0.9,10.6,0,9.3,0,74.2,25.8,69.33,82.67,264,851,820,7811
Jamestown Elementary (Tuolumne),Tuolumne,Elementary School District,334,3.6,0.6,0.6,0.6,25.7,0,2.7,4.8,61.4,38.6,29.84,37.37,596,746,1580,10213
Jamul-Dulzura Union Elementary (San Diego),San Diego,Elementary School District,839,0.5,1,2.5,0.5,53.3,0,4.1,0.4,37.9,62.1,36.67,47.18,898,1197,1100,9006
Janesville Union Elementary (Lassen),Lassen,Elementary School District,352,1.1,0.9,0.3,0,11.4,0,4.3,1.7,80.4,19.6,30.08,41.53,371,839,303,8167
Jefferson Elementary (San Benito),San Benito,Elementary School District,9,0,0,0,0,55.6,0,0,0,44.4,55.6,redacted,redacted,288,861,411,8024
Jefferson Elementary (San Mateo),San Mateo,Elementary School District,6821,0.2,18.6,2.2,27.5,34,1.1,4.7,0.3,11.1,88.9,36.81,49.48,2689,498,691,25477
Jefferson Elementary (San Joaquin),San Joaquin,Elementary School District,2329,0.3,13,5.2,4.6,38.5,1,5.2,0.3,32,68,45.23,58.03,450,1116,468,10006
Jefferson Union High (San Mateo),San Mateo,High School District,4869,0.2,14.3,1.6,29.7,29,1.1,7.4,1.4,15.3,84.7,37.07,61.32,409,1229,2232,10888
John Swett Unified (Contra Costa),Contra Costa,Unified School District,1536,0.5,11.9,17,9.3,33.5,0.4,10.9,0.4,16.1,83.9,26.4,36.92,604,1524,676,10876
Johnstonville Elementary (Lassen),Lassen,Elementary School District,199,1,0.5,1.5,0,17.1,0,6,0,73.9,26.1,29.1,42.54,281,704,110,8553
Julian Union Elementary (San Diego),San Diego,Elementary School District,3814,1.9,2,3,1.5,31.6,0.4,8,0.3,51.2,48.8,32.14,38.14,2929,1677,6407,9426
Julian Union High (San Diego),San Diego,High School District,131,6.1,1.5,0,0,33.6,0,6.9,0,51.9,48.1,39.13,70.83,1409,3578,3924,17414
Junction City Elementary (Trinity),Trinity,Elementary School District,56,10.7,0,0,0,8.9,0,14.3,0,66.1,33.9,51.22,63.41,1580,2860,1092,11308
Junction Elementary (Shasta),Shasta,Elementary School District,272,3.7,0.4,1.1,0,12.5,0,0.7,2.2,79.4,20.6,65.84,70,1846,570,2100,14241
Junction Elementary (Siskiyou),Siskiyou,Elementary School District,28,82.1,0,0,0,10.7,0,0,0,7.1,92.9,5,5,593,881,2275,8693
Jurupa Unified (Riverside),Riverside,Unified School District,19112,0.2,1,1.7,0.4,86.1,0.3,0.7,0.9,8.7,91.3,23.54,36.02,661,1131,654,10202
Kashia Elementary (Sonoma),Sonoma,Elementary School District,12,83.3,0,0,0,0,8.3,8.3,0,0,100,redacted,redacted,7607,664,5136,18697
Kelseyville Unified (Lake),Lake,Unified School District,1702,3.5,0.3,1.1,0.4,40.8,0.2,4,2.3,47.4,52.6,19.79,29.48,737,1013,1380,10259
Kentfield Elementary (Marin),Marin,Elementary School District,1236,0.2,3.9,0.7,0.5,12,0.1,8.6,13.8,60.3,39.7,72.48,77.26,182,1114,5466,8288
Kenwood (Sonoma),Sonoma,Elementary School District,141,0,0.7,0.7,0,8.5,0,7.1,1.4,81.6,18.4,56.76,64.86,271,1118,3591,16927
Keppel Union Elementary (Los Angeles),Los Angeles,Elementary School District,2718,0.3,0.3,4.9,0.2,77.6,0.1,1.5,0.4,14.7,85.3,24.58,32.15,447,1365,709,10283
Kerman Unified (Fresno),Fresno,Unified School District,5148,0.4,5,0.5,0.1,85,0,0.3,0,8.6,91.4,30.47,45.12,719,957,399,10460
Kern County Superintendent of Schools (Kern),Kern,County Office of Education (COE),4551,0.6,1.1,5.6,1.1,66.6,0.1,1.1,0.4,23.5,76.5,11.26,24.02,N/A,N/A,N/A,N/A
Kern High (Kern),Kern,High School District,39520,0.6,2.7,5.8,1.4,66.3,0.2,1.1,1.1,20.7,79.3,21.51,49.07,769,1676,137,10471
Kernville Union Elementary (Kern),Kern,Elementary School District,899,3,0.4,1.1,0.4,18.7,0,1,0.1,75.2,24.8,15.97,26.22,956,1234,1384,9765
Keyes Union (Stanislaus),Stanislaus,Elementary School District,1154,0.1,3,0.2,0.1,63.9,0.2,0.7,0.4,31.5,68.5,37.87,47.69,716,770,803,10361
King City Union (Monterey),Monterey,Elementary School District,2662,0.2,0.9,0.2,0.4,93.5,0,0.5,0.2,4.2,95.8,20.85,32.42,667,955,651,10393
Kings Canyon Joint Unified (Fresno),Fresno,Unified School District,9792,0.3,1,0.1,0.4,87.8,0.1,1.2,0.3,8.8,91.2,36.01,49.47,831,1315,623,10578
Kings County Office of Education (Kings),Kings,County Office of Education (COE),349,2.3,0,5.7,3.2,65,0.6,2,0,21.2,78.8,2.86,11.11,N/A,N/A,N/A,N/A
Kings River Union Elementary (Tulare),Tulare,Elementary School District,465,0,0.4,0.2,0,90.5,0,0.2,0,8.6,91.4,38.49,39.49,823,946,382,10451
Kings River-Hardwick Union Elementary (Kings),Kings,Elementary School District,807,0.1,0,0.4,0.5,41.5,0,3.5,0,54,46,60.15,72.78,114,1114,346,8294
Kingsburg Elementary Charter (Fresno),Fresno,Elementary School District,2232,0.3,2.3,0.3,0.2,62.9,0.1,2.9,0.1,31,69,37.32,49.86,500,836,136,8796
Kingsburg Joint Union High (Fresno),Fresno,High School District,1158,0.6,3.1,0.6,0.2,61.1,0,1.5,0,33,67,32.87,63.96,745,919,658,9810
Kirkwood Elementary (Tehama),Tehama,Elementary School District,97,1,1,0,0,29.9,0,1,0,67,33,59.02,65.57,429,681,422,9443
Kit Carson Union Elementary (Kings),Kings,Elementary School District,1123,0.6,0.4,2,0.1,70.7,0.4,2.2,0.4,23.1,76.9,23.97,37.92,425,945,1373,9560
Klamath River Union Elementary (Siskiyou),Siskiyou,Elementary School District,20,5,0,10,0,10,0,15,0,60,40,redacted,redacted,1134,807,1534,15339
Klamath-Trinity Joint Unified (Humboldt),Humboldt,Unified School District,1001,82.2,0,0.6,0,5.4,0.2,2.1,0.9,8.6,91.4,9.74,15.32,6867,1648,1069,11548
Kneeland Elementary (Humboldt),Humboldt,Elementary School District,13,0,23.1,0,0,7.7,0,0,0,69.2,30.8,14.29,33.33,1376,1337,1221,21974
Knights Ferry Elementary (Stanislaus),Stanislaus,Elementary School District,144,0,0,0.7,0.7,12.5,0,3.5,5.6,77.1,22.9,46.48,42.86,260,374,817,9096
Knightsen Elementary (Contra Costa),Contra Costa,Elementary School District,597,0,1.3,1,1.7,40.4,0.8,5.9,1.2,47.7,52.3,37.53,42.66,388,856,815,8371
Konocti Unified (Lake),Lake,Unified School District,3489,2.9,0.3,2.8,0.3,44.2,0.1,7.3,0.6,41.6,58.4,12.43,26.97,841,1144,880,10522
La Canada Unified (Los Angeles),Los Angeles,Unified School District,4167,0.2,29.8,0.8,1.6,11,0,8.2,0.2,48.1,51.9,85.12,87.75,218,1119,2164,7975
La Habra City Elementary (Orange),Orange,Elementary School District,4713,0.1,1.8,0.8,0.8,88.2,0.1,1.2,0,6.9,93.1,27.63,36.18,615,1011,701,9700
La Honda-Pescadero Unified (San Mateo),San Mateo,Unified School District,316,0,0,0,0.3,62.7,0,2.2,0,34.8,65.2,22.42,39.63,1897,2393,2105,14804
La Mesa-Spring Valley (San Diego),San Diego,Elementary School District,12583,0.2,2.6,9.2,2.4,48.3,0.7,8.2,0,28.3,71.7,40.1,53.35,603,977,755,8798
Lafayette Elementary (Contra Costa),Contra Costa,Elementary School District,3591,0.1,8.9,0.9,1,8.7,0,9.1,2.8,68.5,31.5,81.57,84.64,220,1252,2655,7863
Laguna Beach Unified (Orange),Orange,Unified School District,2929,0.3,4.8,1.1,0.6,10.5,0.2,6.6,0.9,74.9,25.1,74.24,82.19,327,1329,1213,18815
Laguna Joint Elementary (Marin),Marin,Elementary School District,13,0,0,0,0,46.2,0,7.7,46.2,0,100,redacted,redacted,1369,1374,876,13604
Lagunita Elementary (Monterey),Monterey,Elementary School District,98,1,0,0,0,42.9,1,6.1,6.1,42.9,57.1,49.21,65.08,485,983,539,8466
Lagunitas Elementary (Marin),Marin,Elementary School District,249,0,1.2,1.6,0.4,11.6,1.2,7.2,0,76.7,23.3,29.55,60.67,343,845,4683,10715
Lake County Office of Education (Lake),Lake,County Office of Education (COE),36,8.3,0,0,0,16.7,0,13.9,8.3,52.8,47.2,0,0,N/A,N/A,N/A,N/A
Lake Elementary (Glenn),Glenn,Elementary School District,181,0.6,0,0.6,0,33.1,0,0.6,0,65.2,34.8,49.57,54.7,247,382,582,8342
Lake Elsinore Unified (Riverside),Riverside,Unified School District,21937,0.3,1.7,3.7,1.5,60,0.2,5.4,0.2,27,73,27.15,39.97,524,1135,712,9432
Lake Tahoe Unified (El Dorado),El Dorado,Unified School District,3906,0.5,1.2,0.8,3.4,42.5,0.2,2.2,1.2,48,52,34.5,42.54,559,1758,450,9437
Lakeport Unified (Lake),Lake,Unified School District,1509,10,1.3,1.4,0.9,30.2,0.1,3.8,0.8,51.6,48.4,29.4,38.34,613,849,946,9450
Lakeside Joint (Santa Clara),Santa Clara,Elementary School District,74,0,5.4,0,1.4,12.2,0,14.9,1.4,64.9,35.1,86.49,91.67,801,852,8688,19979
Lakeside Union (Kern),Kern,Elementary School District,1378,0.8,6.1,5.8,1.4,58.9,0.6,3.5,0,23,77,31.24,50.77,508,905,540,9038
Lakeside Union Elementary (Kings),Kings,Elementary School District,326,0,2.8,4,0.6,84.7,0,3.4,0,4.6,95.4,27.7,32.71,458,1005,1169,8344
Lakeside Union Elementary (San Diego),San Diego,Elementary School District,6217,1.6,2.1,3.8,1.2,31.3,0.5,3.6,0.4,55.4,44.6,41.62,53.47,943,943,565,10309
Lammersville Joint Unified (San Joaquin),San Joaquin,Unified School District,4911,0.6,32.4,6.4,11.2,19.1,0.5,6.4,1.7,21.6,78.4,60.28,68.72,215,838,266,8101
Lamont Elementary (Kern),Kern,Elementary School District,3106,0,0.3,0.1,0,97.9,0,0,0.3,1.4,98.6,20.99,30.22,1110,814,741,10375
Lancaster Elementary (Los Angeles),Los Angeles,Elementary School District,15212,0.5,1,29.8,1.5,49.7,0.2,4,0.2,13.2,86.8,17.57,32.52,741,562,591,10152
Larkspur-Corte Madera (Marin),Marin,Elementary School District,1547,0.1,4.7,0.7,0.2,12.2,0.3,8.1,1.6,72,28,72.74,78.21,273,1031,3881,7891
Las Lomitas Elementary (San Mateo),San Mateo,Elementary School District,1341,0.1,18.5,1.3,0.7,10.9,0.4,12.2,0,55.9,44.1,82.13,85.98,211,1474,4731,14968
Las Virgenes Unified (Los Angeles),Los Angeles,Unified School District,11323,0.7,6.4,2.2,0.9,11.3,0.2,4.2,0.2,73.9,26.1,59.72,68.98,344,1179,1013,8334
Lassen County Office of Education (Lassen),Lassen,County Office of Education (COE),11,0,0,0,0,18.2,0,0,0,81.8,18.2,redacted,redacted,N/A,N/A,N/A,N/A
Lassen Union High (Lassen),Lassen,High School District,825,7.8,0.8,2.3,1.5,15.6,1.6,1,1.8,67.6,32.4,19.13,55.91,344,1216,1164,9789
Lassen View Union Elementary (Tehama),Tehama,Elementary School District,323,2.8,0,0.3,0,22,0,1.5,0,73.4,26.6,53.28,57.39,370,1047,305,8326
Laton Joint Unified (Fresno),Fresno,Unified School District,695,0,0.3,1.6,0,81.9,0,0.7,3.9,11.7,88.3,9.72,22.51,882,869,683,11212
Latrobe (El Dorado),El Dorado,Elementary School District,137,1.5,3.6,0,0.7,11.7,0,8.8,0.7,73,27,66.32,84.21,631,1336,906,12937
Lawndale Elementary (Los Angeles),Los Angeles,Elementary School District,5953,0.1,4.2,9.6,0.9,75.8,0.9,2,1.6,4.8,95.2,36.43,49.46,798,2883,692,9963
Laytonville Unified (Mendocino),Mendocino,Unified School District,375,11.5,0.8,0.3,0.3,14.4,0,10.7,1.9,60.3,39.7,26.32,31.61,920,1416,1506,11772
Le Grand Union Elementary (Merced),Merced,Elementary School District,382,0,0.5,1.3,0,87.7,0,0.8,0.8,8.9,91.1,26.58,34.6,842,1647,334,10165
Le Grand Union High (Merced),Merced,High School District,501,1.2,0.2,0.4,0,86.8,0,0.6,4.4,6.4,93.6,26.53,40.4,1506,1964,787,11718
Leggett Valley Unified (Mendocino),Mendocino,Unified School District,127,4.7,0,0,0,16.5,2.4,2.4,0,74,26,35.82,41.79,807,948,1434,17754
Lemon Grove (San Diego),San Diego,Elementary School District,3730,1.7,4.7,18.2,2.5,60.8,1.8,0.6,0,9.6,90.4,35.69,46.02,584,848,1084,9662
Lemoore Union Elementary (Kings),Kings,Elementary School District,3363,0.8,1,4.2,3.7,65.5,0.2,4.4,0,20.2,79.8,34.93,48.59,459,1023,418,9045
Lemoore Union High (Kings),Kings,High School District,2204,3.1,1.5,6.4,4.8,57.5,0.6,1.6,0.2,24.3,75.7,19.12,50.33,678,1018,1261,10134
Lennox (Los Angeles),Los Angeles,Elementary School District,7244,0.1,0.3,4.6,0.4,88.5,0.3,0.2,5.1,0.6,99.4,31.52,37.18,1055,1148,441,10844
Lewiston Elementary (Trinity),Trinity,Elementary School District,62,8.1,1.6,0,0,3.2,0,0,0,87.1,12.9,31.03,33.33,2257,2532,2141,12390
Liberty Elementary (Tulare),Tulare,Elementary School District,633,0.3,0.8,2.4,0.2,58,0,1.9,0.8,35.7,64.3,36.5,44.31,166,958,87,8541
Liberty Elementary (Sonoma),Sonoma,Elementary School District,1399,1.1,2.1,7.5,1.6,13.2,1,6.9,8.9,57.8,42.2,88.14,86.44,233,787,1702,15715
Liberty Union High (Contra Costa),Contra Costa,High School District,8219,0.4,4.1,9,5.6,34.3,0.7,3.9,0.3,41.8,58.2,30.71,57.53,268,1082,515,9393
Lincoln Elementary (Marin),Marin,Elementary School District,7,0,0,0,0,0,0,0,0,100,0,redacted,redacted,2530,1712,1648,41112
Lincoln Unified (San Joaquin),San Joaquin,Unified School District,9420,0.5,9.6,12.5,3.5,47.7,1.1,3.2,0.2,21.7,78.3,34.76,49.66,516,1016,443,9406
Linden Unified (San Joaquin),San Joaquin,Unified School District,2252,1.1,2,0.7,0.7,59.2,0.4,1.3,0.6,33.9,66.1,31.87,41.86,585,910,638,9296
Lindsay Unified (Tulare),Tulare,Unified School District,4111,0.2,1.8,0.3,0,93.6,0,0,0.5,3.6,96.4,23.94,40.22,2928,1236,983,10837
Linns Valley-Poso Flat Union (Kern),Kern,Elementary School District,22,0,0,0,0,4.5,0,4.5,0,90.9,9.1,14.29,14.29,4311,3656,2770,19077
Little Lake City Elementary (Los Angeles),Los Angeles,Elementary School District,4475,0.2,1,1.5,0.9,90.9,0.2,0.5,1.3,3.4,96.6,42.57,57.18,434,1273,802,9110
Little Shasta Elementary (Siskiyou),Siskiyou,Elementary School District,16,6.3,0,0,0,18.8,0,43.8,0,31.3,68.7,redacted,redacted,1180,405,1321,17569
Live Oak Elementary (Santa Cruz),Santa Cruz,Elementary School District,2036,1,2.8,2.5,1.3,53.7,0.5,0.7,3.4,34,66,43.68,56.43,745,1200,873,9187
Live Oak Unified (Sutter),Sutter,Unified School District,1866,1.3,11.2,0.5,0.2,59.6,0.3,1.1,0.1,25.7,74.3,35.55,45.66,513,1246,314,10305
Livermore Valley Joint Unified (Alameda),Alameda,Unified School District,13765,0.3,7.9,1.5,2.9,30.8,0.3,8.1,0.1,48,52,51.03,62.27,375,1069,1256,8398
Livingston Union (Merced),Merced,Elementary School District,2519,0.5,9.4,0.3,0.8,85.4,0.3,0.1,0.1,3.2,96.8,23.59,34.33,680,1164,193,10160
Lodi Unified (San Joaquin),San Joaquin,Unified School District,31394,0.5,17.4,6.8,3.8,45,0.7,2.5,2.1,21.2,78.8,32.08,43.12,771,1789,141,9651
Loleta Union Elementary (Humboldt),Humboldt,Elementary School District,101,35.6,0,0,0,36.6,0,6.9,1,19.8,80.2,6.67,12.07,3541,1820,1383,10900
Loma Prieta Joint Union Elementary (Santa Clara),Santa Clara,Elementary School District,505,0,3.8,0.4,0.2,9.1,0,12.7,1,72.9,27.1,70.36,76.92,256,811,3922,9143
Lompoc Unified (Santa Barbara),Santa Barbara,Unified School District,10142,0.5,1.7,2.9,1.3,65.6,0.3,4.6,0,23.1,76.9,26.66,46.65,747,1037,778,9706
Lone Pine Unified (Inyo),Inyo,Unified School District,291,14.8,1.7,0.3,0.3,51.9,0,6.2,0,24.7,75.3,33.99,40.58,1302,2200,939,18310
Long Beach Unified (Los Angeles),Los Angeles,Unified School District,74681,0.2,7.4,12.8,3.1,56.8,1.4,3,2.2,13.1,86.9,42.74,51.14,724,1892,900,9854
Loomis Union Elementary (Placer),Placer,Elementary School District,4357,0.8,2.5,0.8,1.1,13.7,0.2,3.6,0.7,76.7,23.3,63.97,72.25,241,872,453,8165
Los Alamitos Unified (Orange),Orange,Unified School District,9833,0.2,13.1,2.8,2.8,25.9,0.5,7.6,0.1,46.9,53.1,74.21,81.75,629,1607,385,8239
Los Altos Elementary (Santa Clara),Santa Clara,Elementary School District,4403,0.2,33.6,0.5,0.6,7.6,0.2,11.7,0.2,45.4,54.6,86.29,86.8,256,1155,4152,9304
Los Angeles County Office of Education (Los Angeles),Los Angeles,County Office of Education (COE),8062,0.3,2.5,15.9,1.4,68.8,0.1,2,1.1,8,92,16.81,29.17,N/A,N/A,N/A,N/A
Los Angeles Unified (Los Angeles),Los Angeles,Unified School District,621414,0.2,3.7,8.1,1.9,74.1,0.3,1.3,0.3,10.1,89.9,31.62,42.31,1233,2024,564,11374
Los Banos Unified (Merced),Merced,Unified School District,10863,0.5,1,1.7,0.6,81.7,0.8,0.8,0.4,12.5,87.5,22.7,37.86,548,1204,134,10199
Los Gatos Union Elementary (Santa Clara),Santa Clara,Elementary School District,3163,0.7,18,0.4,1.3,7.9,0.2,4.8,1.4,65.4,34.6,77.48,79.95,208,1124,2424,9004
Los Gatos-Saratoga Joint Union High (Santa Clara),Santa Clara,High School District,3425,0,30.2,0.4,0.5,7.5,0.2,9.5,1.3,50.5,49.5,73.66,83.78,273,1355,1477,14225
Los Molinos Unified (Tehama),Tehama,Unified School District,595,2.2,1.2,0,0.2,47.7,0,2.9,1.2,44.7,55.3,31.21,41.7,532,1203,603,10924
Los Nietos (Los Angeles),Los Angeles,Elementary School District,1617,0.2,0.5,0.6,0.2,95.8,0.4,0.3,0.1,2,98,33.24,45.37,737,1303,1091,10390
Los Olivos Elementary (Santa Barbara),Santa Barbara,Elementary School District,139,0,0,0,0,23,0,1.4,0.7,74.8,25.2,62.38,74.26,133,1350,1040,14473
Lost Hills Union Elementary (Kern),Kern,Elementary School District,510,0,0.4,0.2,0,98.2,0,0.2,0.2,0.8,99.2,11.11,25.2,2193,590,1555,10939
Lowell Joint (Los Angeles),Los Angeles,Elementary School District,3147,0,3.2,1.5,1,67.7,0.4,1.6,0.9,23.7,76.3,52.67,62.03,443,476,731,8132
